Year;Month;Country;Branch_ID;Sales;Customers;Marketing_Spend
2024;Feb;USA;KFC_US_02;120248;2502;27674
2019;Nov;UK;KFC_UK_01;133225;2979;28960
2024;Mar;USA;KFC_US_03;128608;2660;8908
2020;Nov;USA;KFC_US_03;166772;3935;5437
2023;Oct;Canada;KFC_CA_01;120247;2628;23011
2024;Jan;Australia;KFC_AU_01;122253;2465;23653
2018;Mar;UK;KFC_UK_02;217109;4996;27261
2019;Nov;Australia;KFC_AU_01;223852;5832;8068
2023;Feb;UK;KFC_UK_02;192541;3779;26265
2024;May;Canada;KFC_CA_01;112499;2515;6869
2020;Jul;USA;KFC_US_01;120248;2562;17768
2022;Dec;Canada;KFC_CA_02;134858;2903;10029
2020;Jan;Australia;KFC_AU_02;207215;5350;25315
2018;Nov;UK;KFC_UK_01;143658;2708;29922
2018;Nov;Australia;KFC_AU_02;175301;5490;21581
2020;Jul;Australia;KFC_AU_01;190410;4525;13935
2018;Sep;Australia;KFC_AU_02;187310;4662;24140
2020;Jul;UK;KFC_UK_02;184331;5251;21550
2023;Nov;Australia;KFC_AU_01;151906;5203;21831
2024;Mar;India;KFC_IN_04;197568;5523;15309
2019;Mar;UK;KFC_UK_01;149880;5278;7374
2024;May;Canada;KFC_CA_01;133011;3366;15201
2021;Mar;India;KFC_IN_04;236609;5359;6172
2021;Oct;USA;KFC_US_03;93034;2898;14788
2019;Oct;UK;KFC_UK_02;120114;3813;5724
2018;Jun;UK;KFC_UK_01;128762;2878;10764
2022;Jan;UK;KFC_UK_02;112734;2401;23897
2023;Mar;India;KFC_IN_01;157645;4390;25945
2019;Aug;USA;KFC_US_01;146150;5105;18525
2023;Apr;India;KFC_IN_01;212856;5194;25872
2018;Feb;Australia;KFC_AU_01;172766;4414;27104
2024;Dec;Australia;KFC_AU_02;212114;5917;16853
2020;Aug;Canada;KFC_CA_01;158725;3551;27338
2018;Apr;Australia;KFC_AU_01;146431;2917;21000
2019;Feb;USA;KFC_US_02;199768;4660;8708
2021;May;Australia;KFC_AU_02;136930;4768;12962
2024;Apr;India;KFC_IN_04;143492;2724;26360
2021;Apr;Australia;KFC_AU_01;194343;5917;16833
2020;Dec;Australia;KFC_AU_01;77375;1793;9241
2021;Nov;India;KFC_IN_01;160875;4450;18475
2023;Apr;Australia;KFC_AU_02;68049;1708;25349
2024;Aug;Australia;KFC_AU_01;161476;4733;14753
2022;Oct;Canada;KFC_CA_02;52215;1866;5565
2020;Jul;Australia;KFC_AU_02;172218;4636;19230
2021;Jan;India;KFC_IN_02;70807;1878;16345
2019;Jun;UK;KFC_UK_02;86852;2893;11634
2022;Apr;India;KFC_IN_02;164641;3981;5401
2022;Aug;Canada;KFC_CA_02;199713;5154;14169
2022;Jan;USA;KFC_US_02;85186;1830;19306
2018;Apr;India;KFC_IN_04;159073;3198;21559
2018;Sep;India;KFC_IN_04;110106;2916;19710
2023;May;UK;KFC_UK_02;183262;5820;20302
2019;Jul;USA;KFC_US_01;213533;5213;15439
2022;Nov;Canada;KFC_CA_01;215447;4510;12497
2024;Nov;India;KFC_IN_04;211090;5719;5206
2018;Sep;India;KFC_IN_01;104632;2527;11133
2024;Feb;Canada;KFC_CA_01;87465;1737;21459
2024;Jul;Australia;KFC_AU_02;228605;5303;27091
2022;May;India;KFC_IN_01;173783;3340;23483
2023;Dec;USA;KFC_US_02;97794;3307;5198
2021;Apr;Australia;KFC_AU_01;162464;4131;26141
2018;May;USA;KFC_US_01;203504;4956;15176
2023;Oct;USA;KFC_US_02;131088;3458;6600
2020;Apr;Canada;KFC_CA_01;59712;1527;15429
2020;Apr;UK;KFC_UK_02;143370;3915;22005
2024;Jul;India;KFC_IN_03;116601;3421;24234
2022;Jan;UK;KFC_UK_01;63545;1945;11030
2022;Mar;Canada;KFC_CA_02;100116;2196;16668
2024;Jan;India;KFC_IN_04;86977;3040;10977
2023;Oct;Canada;KFC_CA_01;59844;1530;15474
2020;Feb;India;KFC_IN_04;68188;1894;7580
2020;Mar;UK;KFC_UK_01;209397;4003;29262
2019;Jun;India;KFC_IN_03;241126;5389;25566
2018;Feb;Canada;KFC_CA_01;118306;2715;9706
2020;Aug;UK;KFC_UK_01;259173;5435;20033
2018;Feb;India;KFC_IN_01;149456;5253;18131
2020;Dec;Canada;KFC_CA_01;61282;1795;7432
2018;Feb;Australia;KFC_AU_01;157691;3972;6755
2018;May;UK;KFC_UK_02;213156;4701;6312
2018;Jan;Canada;KFC_CA_01;212406;5820;20346
2023;Mar;India;KFC_IN_04;143119;5011;17844
2022;Jan;Canada;KFC_CA_02;87399;2996;6507
2022;Mar;India;KFC_IN_02;223668;5187;11001
2023;Jan;Australia;KFC_AU_01;187548;5852;11988
2024;Feb;UK;KFC_UK_02;238892;5679;17411
2023;Oct;India;KFC_IN_01;65546;1573;18356
2019;Dec;Canada;KFC_CA_02;137508;3648;17124
2023;Jul;Australia;KFC_AU_01;136672;3390;28192
2024;Apr;Canada;KFC_CA_02;154987;3695;18272
2024;May;USA;KFC_US_02;88076;2099;20908
2024;Sep;Australia;KFC_AU_01;133786;3201;28153
2019;May;India;KFC_IN_03;274213;5511;26218
2019;Oct;USA;KFC_US_02;78914;1963;16098
2021;Mar;UK;KFC_UK_02;163897;3736;18193
2023;Jan;Canada;KFC_CA_01;65952;1533;6165
2024;Jun;USA;KFC_US_02;106087;2194;27103
2024;Aug;India;KFC_IN_01;156159;5155;27284
2022;May;Canada;KFC_CA_01;124159;2293;27853
2023;Apr;India;KFC_IN_04;97490;2503;14891
2018;Apr;Canada;KFC_CA_01;176661;3319;27306
2021;Sep;Canada;KFC_CA_02;126092;2745;16292
2024;Sep;India;KFC_IN_02;219467;5327;6387
2020;Mar;UK;KFC_UK_01;84851;1828;20871
2019;Jun;Australia;KFC_AU_02;110451;2632;23595
2024;Nov;USA;KFC_US_02;81985;2009;5643
2018;Mar;Canada;KFC_CA_01;147639;5229;16914
2018;Jan;Australia;KFC_AU_01;202718;5155;17138
2020;Aug;Australia;KFC_AU_02;84368;2913;11543
2023;Mar;Canada;KFC_CA_01;91976;1588;26868
2022;Dec;India;KFC_IN_01;82541;1723;27405
2022;Jul;Australia;KFC_AU_01;135110;4979;5656
2024;Jan;India;KFC_IN_02;158183;3967;7437
2018;Dec;UK;KFC_UK_02;139469;3960;20669
2023;May;UK;KFC_UK_01;145677;4357;6253
2019;Aug;Australia;KFC_AU_01;96287;1954;10311
2022;Oct;Canada;KFC_CA_02;120411;3833;20753
2022;Dec;Canada;KFC_CA_02;122049;3304;19625
2021;Jan;UK;KFC_UK_02;71933;1855;12573
2020;Apr;USA;KFC_US_03;48744;1570;9494
2022;Apr;USA;KFC_US_03;231186;5541;9546
2021;May;UK;KFC_UK_02;230105;5229;5258
2021;Jan;USA;KFC_US_01;210898;5843;23922
2021;Apr;USA;KFC_US_01;88097;2267;15553
2022;Jun;Canada;KFC_CA_02;89007;2629;18024
2018;Feb;UK;KFC_UK_01;114017;2784;22145
2022;Sep;Australia;KFC_AU_02;62330;1742;11812
2020;Sep;UK;KFC_UK_02;117520;2160;22480
2021;Mar;Australia;KFC_AU_02;145789;3104;18525
2023;Sep;USA;KFC_US_01;101909;2295;7814
2019;Sep;Australia;KFC_AU_01;174756;3735;17886
2020;Dec;UK;KFC_UK_01;125463;3512;6055
2018;Feb;USA;KFC_US_03;134520;3546;13956
2019;Oct;USA;KFC_US_01;155133;3184;24589
2024;May;USA;KFC_US_01;75658;1903;9053
2022;Feb;India;KFC_IN_03;256123;5566;16785
2020;Mar;USA;KFC_US_01;84424;2807;14249
2021;Feb;Australia;KFC_AU_02;119360;2948;16180
2024;Mar;India;KFC_IN_01;159901;5446;7413
2023;Jan;Canada;KFC_CA_02;107043;2022;16053
2021;Feb;UK;KFC_UK_02;100451;1886;15581
2020;Oct;Canada;KFC_CA_01;153727;3474;7819
2021;Oct;Australia;KFC_AU_02;106800;2851;18419
2024;Mar;USA;KFC_US_01;184399;4411;25603
2020;Oct;UK;KFC_UK_02;96386;2391;12701
2024;Dec;Canada;KFC_CA_02;183446;4300;7146
2021;May;Australia;KFC_AU_02;185008;3794;25660
2022;Sep;Canada;KFC_CA_01;189531;4411;21913
2022;Jan;USA;KFC_US_02;64072;2129;10847
2020;Jan;Australia;KFC_AU_02;96782;1915;12522
2020;Apr;India;KFC_IN_04;194154;4810;6564
2022;Nov;Australia;KFC_AU_01;94442;2485;17407
2024;Oct;Canada;KFC_CA_01;179127;4184;20135
2024;Mar;USA;KFC_US_01;137358;2974;12450
2020;Feb;Canada;KFC_CA_02;210735;5033;9415
2021;Nov;USA;KFC_US_01;113836;3633;12112
2018;Nov;Canada;KFC_CA_02;88105;1787;11264
2023;Oct;UK;KFC_UK_01;140061;3629;9417
2020;Oct;USA;KFC_US_03;182947;5152;7779
2020;Jun;India;KFC_IN_04;103298;2310;13208
2020;Nov;UK;KFC_UK_02;180105;4127;6771
2024;Feb;USA;KFC_US_02;201374;4888;25406
2024;May;Canada;KFC_CA_02;237806;5639;23524
2018;Aug;USA;KFC_US_02;115410;3610;10720
2020;Jan;UK;KFC_UK_01;57075;2002;7025
2020;Mar;UK;KFC_UK_02;129321;4673;7823
2019;Jul;Australia;KFC_AU_02;169215;3393;26709
2020;Oct;India;KFC_IN_04;129543;3111;5103
2019;Sep;Canada;KFC_CA_01;91221;2567;9077
2023;Aug;UK;KFC_UK_01;153419;4887;21470
2018;Jun;Canada;KFC_CA_02;81927;1507;23154
2019;Jan;USA;KFC_US_01;190754;5303;15755
2020;Jun;Australia;KFC_AU_01;103512;3654;12162
2023;Mar;Australia;KFC_AU_02;228592;5061;16030
2024;Jan;UK;KFC_UK_01;73049;2066;6937
2023;Nov;India;KFC_IN_04;86968;1964;10372
2024;Jan;Canada;KFC_CA_02;119485;3057;18604
2019;Feb;India;KFC_IN_03;177277;3729;24388
2018;May;India;KFC_IN_03;149509;4029;24610
2023;May;UK;KFC_UK_02;124010;3811;17302
2024;Nov;Canada;KFC_CA_01;114039;2128;22535
2018;Jun;UK;KFC_UK_01;73525;1844;27425
2024;Feb;Canada;KFC_CA_01;101868;2527;5842
2021;Feb;India;KFC_IN_01;199778;3889;24773
2020;Oct;UK;KFC_UK_01;62656;1788;12592
2024;Dec;Australia;KFC_AU_02;82378;2082;17836
2020;Jan;UK;KFC_UK_01;107196;2047;25316
2021;Jul;Australia;KFC_AU_02;160071;3819;14949
2018;Jul;UK;KFC_UK_01;167628;5185;17263
2020;Jul;Australia;KFC_AU_02;104010;2526;15600
2023;Dec;Australia;KFC_AU_01;65436;1829;19711
2021;Nov;UK;KFC_UK_02;130689;2869;18798
2021;Apr;USA;KFC_US_03;143402;3804;14066
2021;Aug;Australia;KFC_AU_01;230373;5896;24013
2018;Mar;India;KFC_IN_03;190399;4695;7294
2021;May;India;KFC_IN_03;172598;3754;11176
2022;May;Canada;KFC_CA_02;128084;2527;14369
2022;Jun;India;KFC_IN_01;209034;5827;10916
2018;Aug;Canada;KFC_CA_01;242990;5789;23008
2023;Jun;India;KFC_IN_02;177139;4382;15005
2024;Dec;USA;KFC_US_03;196239;5336;25487
2020;Jul;Australia;KFC_AU_02;224883;5058;7389
2020;Apr;UK;KFC_UK_01;256698;5665;13103
2022;Sep;India;KFC_IN_04;75545;2639;9570
2020;Jul;UK;KFC_UK_01;252521;5174;24865
2019;Jul;India;KFC_IN_03;167794;3513;20248
2021;Apr;USA;KFC_US_02;84093;1614;29217
2022;Sep;Australia;KFC_AU_01;147254;3265;6859
2022;Jul;Canada;KFC_CA_01;153371;4035;8111
2018;Dec;Canada;KFC_CA_02;91430;2333;7442
2022;Jan;Canada;KFC_CA_01;76379;2572;12079
2018;Oct;India;KFC_IN_03;160332;5768;10364
2018;Apr;Australia;KFC_AU_01;143437;4478;22531
2020;Feb;USA;KFC_US_03;103076;3343;16158
2022;Oct;Canada;KFC_CA_01;119343;2470;23013
2022;Jul;USA;KFC_US_02;111237;4075;9362
2019;Dec;India;KFC_IN_03;212990;4203;28058
2023;Jan;Australia;KFC_AU_02;109806;2397;9132
2019;Mar;India;KFC_IN_02;141475;2812;26183
2023;Sep;India;KFC_IN_03;183939;3977;28836
2024;Jul;Canada;KFC_CA_02;55725;1668;9021
2020;Sep;Australia;KFC_AU_01;68303;1667;23294
2022;Jul;USA;KFC_US_03;208466;4385;19911
2023;Nov;Canada;KFC_CA_02;194114;4747;8981
2022;Apr;Australia;KFC_AU_01;82383;1517;27771
2023;Nov;Canada;KFC_CA_02;93236;2381;12282
2024;Jan;USA;KFC_US_03;126685;4439;15710
2020;Feb;USA;KFC_US_02;110114;2970;26954
2020;Dec;Canada;KFC_CA_01;65063;2111;5955
2023;Oct;India;KFC_IN_01;101233;1643;27298
2020;Oct;UK;KFC_UK_02;64961;1871;10702
2024;Jun;USA;KFC_US_03;109868;3161;24521
2023;Sep;Australia;KFC_AU_02;118235;3423;25814
2020;Jun;Canada;KFC_CA_01;146010;2944;19418
2020;May;UK;KFC_UK_02;170437;5367;25528
2022;Feb;UK;KFC_UK_02;99384;1985;12044
2019;Apr;USA;KFC_US_02;163004;3242;20356
2019;Jul;UK;KFC_UK_02;117048;3174;28176
2023;Jul;Australia;KFC_AU_01;204617;4607;24944
2019;Mar;Canada;KFC_CA_02;162700;3534;17806
2024;Jun;Australia;KFC_AU_02;131677;2573;26184
2021;Jul;USA;KFC_US_01;125082;2968;6362
2023;Sep;Australia;KFC_AU_02;142049;5174;12699
2023;Nov;USA;KFC_US_03;114090;3459;17238
2021;Sep;USA;KFC_US_01;84284;1802;6798
2024;May;UK;KFC_UK_01;150646;4686;19438
2020;Oct;Canada;KFC_CA_01;169820;5552;8812
2020;Aug;India;KFC_IN_04;281480;5750;22730
2024;Nov;USA;KFC_US_02;119873;3209;26812
2023;Aug;UK;KFC_UK_01;75391;1801;14157
2018;Oct;USA;KFC_US_02;166425;4317;15330
2024;Mar;Australia;KFC_AU_02;106151;2518;15503
2024;Mar;India;KFC_IN_03;148903;3469;6674
2023;Aug;UK;KFC_UK_01;195527;5945;17177
2022;Aug;Australia;KFC_AU_02;124726;4583;5568
2023;Sep;Canada;KFC_CA_02;182879;6000;8879
2023;May;India;KFC_IN_03;140151;5354;6301
2022;Sep;Australia;KFC_AU_02;197971;4491;9349
2021;Aug;India;KFC_IN_01;57651;1696;5075
2021;Nov;India;KFC_IN_01;219152;5940;11252
2020;Feb;Australia;KFC_AU_02;177598;3794;10662
2019;Jan;UK;KFC_UK_01;185144;4286;9418
2021;Feb;USA;KFC_US_03;93714;2393;7566
2023;May;UK;KFC_UK_01;260852;5812;28372
2022;Aug;USA;KFC_US_03;89195;2297;24879
2023;Mar;India;KFC_IN_02;119777;3524;28153
2021;Feb;UK;KFC_UK_01;99846;2550;13146
2018;Sep;USA;KFC_US_02;172686;4354;20296
2023;Apr;Canada;KFC_CA_01;98567;1982;27215
2021;Jan;UK;KFC_UK_02;207427;4674;25141
2020;May;India;KFC_IN_01;92178;1817;17681
2024;Apr;USA;KFC_US_01;169570;3530;24840
2018;May;Australia;KFC_AU_01;191389;4080;7789
2018;Nov;UK;KFC_UK_02;173683;4580;27123
2019;Dec;India;KFC_IN_04;85176;1822;5008
2023;Oct;Canada;KFC_CA_02;199048;4966;20272
2020;Feb;Canada;KFC_CA_01;158585;3240;28985
2020;Feb;UK;KFC_UK_01;155808;3981;20454
2023;Sep;Canada;KFC_CA_01;146240;4745;13380
2024;Apr;USA;KFC_US_03;264127;5493;16942
2023;May;Canada;KFC_CA_01;102098;2087;8183
2022;Mar;Canada;KFC_CA_01;229356;5712;12300
2021;Mar;India;KFC_IN_04;161617;3679;7099
2023;Aug;USA;KFC_US_03;113687;3377;19131
2019;Aug;India;KFC_IN_04;197620;4177;22186
2021;Mar;USA;KFC_US_03;142280;3642;25736
2018;Mar;USA;KFC_US_03;224264;5011;13802
2021;May;USA;KFC_US_02;95737;2249;21520
2019;Aug;Australia;KFC_AU_02;89122;1933;7936
2018;Mar;USA;KFC_US_02;64714;2131;11439
2018;Jul;Canada;KFC_CA_01;115555;3522;9895
2020;May;USA;KFC_US_01;74748;2197;6641
2021;Mar;USA;KFC_US_03;219878;4748;6218
2021;Oct;USA;KFC_US_03;224988;5986;15478
2019;Oct;Canada;KFC_CA_01;68806;1861;20420
2022;Aug;Australia;KFC_AU_01;183462;4345;5317
2024;Dec;UK;KFC_UK_02;292648;5977;23683
2019;Dec;Australia;KFC_AU_01;180574;3597;22306
2019;Nov;Australia;KFC_AU_01;90681;2384;26313
2018;Jan;India;KFC_IN_03;107806;2470;16416
2023;Feb;India;KFC_IN_02;224580;4725;26130
2019;Nov;Canada;KFC_CA_01;138996;3200;14196
2020;May;USA;KFC_US_01;90194;1515;25049
2022;Jun;India;KFC_IN_02;156122;5475;13772
2020;Apr;Canada;KFC_CA_01;69549;1781;21462
2020;Oct;Australia;KFC_AU_02;214918;4244;23938
2023;Mar;UK;KFC_UK_01;158430;3404;18866
2019;Aug;Canada;KFC_CA_02;79721;1653;5336
2023;Dec;USA;KFC_US_02;148615;3784;27527
2024;Sep;Canada;KFC_CA_02;195387;4320;22587
2018;Dec;UK;KFC_UK_02;114774;3031;17782
2022;Aug;India;KFC_IN_01;140982;3517;17887
2023;Jan;Canada;KFC_CA_02;174264;3764;16176
2021;Jun;Canada;KFC_CA_01;152058;4690;16048
2022;Jun;Australia;KFC_AU_02;194311;4719;14989
2022;Sep;USA;KFC_US_03;159481;3193;28568
2024;Sep;Canada;KFC_CA_02;270514;5926;9770
2020;Sep;India;KFC_IN_03;200929;4990;26279
2020;Feb;USA;KFC_US_02;209022;4942;16284
2020;Apr;India;KFC_IN_02;190331;4846;6183
2021;Dec;USA;KFC_US_02;113292;3398;18148
2020;Dec;USA;KFC_US_01;75581;1588;10473
2021;Sep;Canada;KFC_CA_01;98157;2433;17868
2024;Jan;Australia;KFC_AU_02;79029;1581;7884
2021;Sep;India;KFC_IN_03;171516;4590;15456
2022;Aug;Australia;KFC_AU_01;85594;1522;29280
2024;Jan;India;KFC_IN_02;123308;3874;22584
2023;Oct;India;KFC_IN_03;245675;5262;24671
2023;Dec;Canada;KFC_CA_02;204236;4310;27526
2024;Sep;USA;KFC_US_01;185669;4442;25757
2018;Oct;Canada;KFC_CA_01;197987;4900;11787
2021;May;UK;KFC_UK_02;249376;5627;29923
2020;Mar;Canada;KFC_CA_02;120580;3615;12130
2023;Jan;India;KFC_IN_04;120400;2637;25468
2021;Nov;USA;KFC_US_02;223748;5678;7984
2020;Jul;India;KFC_IN_04;138464;4300;22364
2022;Mar;Australia;KFC_AU_01;253467;5297;20399
2020;Aug;Canada;KFC_CA_01;128490;4516;15590
2023;Feb;UK;KFC_UK_01;155988;3452;14456
2018;Jun;Australia;KFC_AU_01;101167;3111;17170
2020;Jan;USA;KFC_US_01;165746;4314;14756
2018;Aug;Australia;KFC_AU_02;117556;3474;13336
2021;Oct;UK;KFC_UK_01;187153;4039;13476
2018;Jun;USA;KFC_US_03;83680;2544;20080
2021;Aug;Canada;KFC_CA_02;112187;2247;26801
2024;Nov;UK;KFC_UK_02;218779;5033;22492
2018;Jul;Canada;KFC_CA_02;211418;4648;6906
2018;Mar;Australia;KFC_AU_02;58879;1623;8566
2023;May;UK;KFC_UK_02;75517;2249;10296
2018;Sep;USA;KFC_US_01;104799;2610;13449
2021;Apr;India;KFC_IN_03;258847;5924;15963
2021;Oct;Australia;KFC_AU_01;173835;3616;29195
2019;Sep;India;KFC_IN_01;85475;1977;24188
2022;Feb;Canada;KFC_CA_02;77629;2538;14179
2018;Dec;UK;KFC_UK_01;202291;5594;17689
2020;Sep;UK;KFC_UK_01;133529;4003;5433
2022;Feb;UK;KFC_UK_01;112606;3796;10114
2019;Apr;UK;KFC_UK_02;98243;2817;16550
2018;Nov;UK;KFC_UK_01;124013;3869;15681
2018;Jun;USA;KFC_US_01;197266;4260;22606
2023;Jun;USA;KFC_US_03;148020;4848;21972
2018;Mar;Canada;KFC_CA_01;125147;3052;15275
2018;Jan;Australia;KFC_AU_02;84466;1822;27984
2021;May;Australia;KFC_AU_02;63079;1718;6385
2019;Jun;Australia;KFC_AU_01;210955;4991;6324
2024;Jan;Canada;KFC_CA_01;188093;5118;24317
2021;Apr;Australia;KFC_AU_01;145977;3186;5793
2022;Jan;Australia;KFC_AU_01;145565;5061;13979
2018;Jan;Australia;KFC_AU_01;68809;1584;18121
2018;Jan;UK;KFC_UK_01;160685;4908;28169
2020;Nov;Canada;KFC_CA_01;212401;4150;29801
2020;Nov;Australia;KFC_AU_01;169880;3744;23864
2020;May;India;KFC_IN_02;74184;1882;15842
2022;Aug;Canada;KFC_CA_02;101260;2053;8875
2019;Apr;USA;KFC_US_03;253138;4990;28588
2023;Mar;India;KFC_IN_01;77459;2318;10237
2021;Nov;Canada;KFC_CA_01;115309;2760;18709
2018;Mar;India;KFC_IN_02;138176;4950;9476
2023;Jul;India;KFC_IN_03;238830;5514;12756
2023;Jul;Australia;KFC_AU_01;116993;2887;10174
2024;Dec;USA;KFC_US_03;201907;5380;8227
2024;Feb;UK;KFC_UK_02;150524;3738;15956
2018;Nov;UK;KFC_UK_02;266858;5795;11878
2019;Mar;Canada;KFC_CA_01;139743;3718;13331
2021;Nov;Canada;KFC_CA_02;94356;2509;29122
2019;Feb;USA;KFC_US_01;177919;3813;13960
2024;Sep;Canada;KFC_CA_02;197852;4179;18155
2019;Mar;Canada;KFC_CA_02;169592;5645;28467
2020;Sep;USA;KFC_US_01;102025;2630;25755
2018;Apr;Canada;KFC_CA_01;109985;2724;6473
2019;Sep;India;KFC_IN_02;145675;2970;23905
2023;Jun;Canada;KFC_CA_02;152764;4431;6541
2022;Apr;Australia;KFC_AU_01;211206;4579;23467
2024;Jan;Australia;KFC_AU_01;87876;2061;9558
2020;Sep;India;KFC_IN_03;143910;2927;20976
2020;Aug;Australia;KFC_AU_02;232079;4924;15423
2020;Mar;India;KFC_IN_02;125637;3522;27021
2023;Mar;India;KFC_IN_01;150979;4638;16477
2020;Nov;Australia;KFC_AU_01;176119;3995;16319
2022;Dec;Canada;KFC_CA_02;120169;3709;23735
2024;Jul;USA;KFC_US_03;80688;1737;9471
2023;May;Australia;KFC_AU_02;200464;5570;16654
2019;Nov;Australia;KFC_AU_02;61398;2165;5108
2024;Jan;Canada;KFC_CA_01;86302;2229;10516
2023;May;Canada;KFC_CA_02;119142;2585;18327
2022;Mar;UK;KFC_UK_01;205359;4653;5280
2021;Aug;Australia;KFC_AU_02;109803;2631;7194
2018;Dec;USA;KFC_US_02;118413;3532;26581
2019;Feb;Canada;KFC_CA_01;110225;2549;8265
2024;Feb;India;KFC_IN_04;223142;5677;18770
2018;Jan;UK;KFC_UK_01;186881;5361;26051
2020;Aug;Canada;KFC_CA_02;207394;5016;26818
2021;Apr;Australia;KFC_AU_01;86113;1974;28867
2023;Nov;Australia;KFC_AU_01;106738;2444;11422
2024;Aug;UK;KFC_UK_01;157377;5428;16249
2021;Oct;UK;KFC_UK_01;95911;2576;18631
2022;Feb;UK;KFC_UK_02;167341;4067;16862
2023;Jul;India;KFC_IN_02;253125;5385;10800
2023;Feb;Canada;KFC_CA_02;89230;1780;18030
2023;Mar;Canada;KFC_CA_01;91894;3015;10489
2021;Jan;UK;KFC_UK_01;145405;3135;13735
2022;Mar;USA;KFC_US_03;194302;4071;11107
2019;Oct;UK;KFC_UK_01;81897;1608;27225
2024;Mar;India;KFC_IN_01;70404;1646;21024
2024;Apr;Canada;KFC_CA_01;51988;1581;10882
2018;Jul;India;KFC_IN_01;66413;1629;17543
2018;Mar;Australia;KFC_AU_02;142435;3650;21985
2022;Sep;UK;KFC_UK_02;165075;5232;18579
2020;Jan;India;KFC_IN_03;205765;5512;12845
2021;May;Canada;KFC_CA_01;291959;5850;28709
2024;Sep;Australia;KFC_AU_01;150318;4843;24400
2019;Feb;Australia;KFC_AU_01;122654;3946;12166
2019;Apr;India;KFC_IN_02;193837;5592;20485
2023;Apr;Australia;KFC_AU_02;174845;5628;11633
2024;Feb;UK;KFC_UK_01;195124;4390;23914
2020;Jun;UK;KFC_UK_02;126297;3312;20313
2022;Aug;UK;KFC_UK_01;96153;3022;5493
2024;Apr;India;KFC_IN_02;208229;4957;29777
2018;Aug;UK;KFC_UK_02;166925;4487;27828
2022;May;USA;KFC_US_02;182467;3775;23917
2018;Jul;UK;KFC_UK_02;133555;2501;23511
2018;Nov;India;KFC_IN_02;75150;1654;23876
2024;May;Canada;KFC_CA_01;149475;4328;28291
2024;Feb;USA;KFC_US_01;71800;1514;11240
2021;Aug;Canada;KFC_CA_02;104619;2591;8752
2024;May;Australia;KFC_AU_01;68056;1878;15472
2021;Sep;Canada;KFC_CA_01;252380;5468;11788
2023;Sep;Australia;KFC_AU_01;91466;1842;19628
2023;Jul;Australia;KFC_AU_02;114960;3921;16935
2022;Aug;UK;KFC_UK_02;108673;2132;29789
2024;Oct;India;KFC_IN_03;101630;2021;20790
2018;Feb;USA;KFC_US_01;165278;4357;17140
2024;Apr;Canada;KFC_CA_01;79458;1859;8816
2023;Feb;Canada;KFC_CA_01;205463;4319;24065
2020;Oct;Canada;KFC_CA_01;77856;1952;15392
2024;May;Canada;KFC_CA_02;131709;3611;23379
2023;Mar;USA;KFC_US_02;156536;3294;11600
2024;Oct;Canada;KFC_CA_01;170038;5634;23554
2022;Feb;Australia;KFC_AU_01;219213;5610;22863
2021;Mar;Canada;KFC_CA_02;176016;5679;22683
2020;Jun;India;KFC_IN_02;57956;1836;6548
2018;Mar;USA;KFC_US_02;89754;1658;15144
2023;Jul;Canada;KFC_CA_02;170689;5504;22081
2024;Apr;India;KFC_IN_03;67978;1878;17272
2023;Sep;USA;KFC_US_01;193612;5492;6884
2019;Oct;UK;KFC_UK_02;105083;3273;13439
2022;Jul;Canada;KFC_CA_01;204236;5394;10052
2021;Oct;Canada;KFC_CA_02;80808;1540;14588
2020;Jan;USA;KFC_US_03;107200;3047;9696
2021;Sep;USA;KFC_US_03;137404;2968;18684
2018;Apr;UK;KFC_UK_01;166927;4784;23407
2021;Nov;USA;KFC_US_02;182891;4813;9623
2018;Aug;UK;KFC_UK_01;120540;3719;27565
2018;Jul;UK;KFC_UK_01;147194;2607;29879
2021;Apr;Australia;KFC_AU_02;211563;5712;23067
2024;Sep;USA;KFC_US_02;63806;1702;21256
2023;Nov;UK;KFC_UK_02;284693;5870;26413
2023;May;USA;KFC_US_03;183436;4311;23929
2024;Nov;USA;KFC_US_01;99826;2318;25650
2021;Jul;Australia;KFC_AU_01;203654;5665;28039
2018;May;India;KFC_IN_02;162754;3894;14782
2019;Mar;USA;KFC_US_03;183084;4011;10611
2024;Sep;India;KFC_IN_02;150057;2762;25767
2023;Apr;UK;KFC_UK_02;143593;4724;20769
2023;Mar;USA;KFC_US_02;280868;5639;27113
2018;Feb;Australia;KFC_AU_02;87724;2636;8644
2020;May;India;KFC_IN_01;93765;3240;12765
2024;Jan;UK;KFC_UK_01;138677;4129;6549
2018;Jan;Australia;KFC_AU_01;188104;4869;12820
2020;Nov;UK;KFC_UK_01;176575;5128;27863
2023;Feb;UK;KFC_UK_02;177070;5899;17797
2018;Jun;Canada;KFC_CA_02;156748;5231;5049
2024;Dec;USA;KFC_US_03;200480;5707;12149
2021;Jul;UK;KFC_UK_02;209616;5122;14980
2019;Jan;Australia;KFC_AU_02;209511;4588;25991
2024;Oct;UK;KFC_UK_01;218193;5863;24714
2020;Nov;Australia;KFC_AU_02;91149;2067;12603
2023;Jun;India;KFC_IN_03;123590;3188;5634
2019;Jun;Canada;KFC_CA_01;254178;5914;23532
2021;Mar;Australia;KFC_AU_02;161833;4472;27673
2020;Oct;USA;KFC_US_02;147526;2730;27406
2019;Apr;India;KFC_IN_03;194396;5958;21614
